ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
652572577,0.0,16DEC50,48.0,0.0,14.0,96274.0,No,282904.0,Yes,1,Masters,Lawyer,36.0,Private,11130.0,6.0,SUV,no,8250.0,1,No,5.0,99.84,14.0,0,Highly Urban/ Urban
410873772,0.0,24JUL52,47.0,0.0,11.0,46281.0,No,0.0,z_No,1,High School,Blue Collar,29.0,Private,19700.0,10.0,Minivan,no,0.0,0,No,1.0,103.35,5.0,0,Highly Urban/ Urban
254362485,2.0,06JUL55,44.0,2.0,0.0,0.0,No,82344.0,Yes,1,High School,Home Maker,8.0,Private,5900.0,6.0,SUV,no,3338.0,3,No,0.0,120.97,11.0,0,Highly Urban/ Urban
69165559,0.0,14APR53,46.0,0.0,14.0,112385.6,No,207519.0,Yes,0,Bachelor,Professional,7.0,Commercial,25660.0,1.0,Panel Truck,no,2119.0,1,No,2.0,98.76,12.0,0,Highly Urban/ Urban
201327208,0.0,14DEC38,60.0,0.0,12.0,37940.0,No,182739.0,Yes,1,High School,Blue Collar,16.0,Commercial,11290.0,1.0,Sports Car,no,0.0,0,No,0.0,5247.0,1.0,1,Highly Urban/ Urban
573751437,0.0,14DEC65,33.0,1.0,13.0,79606.0,No,225962.0,Yes,1,Bachelor,Professional,27.0,Private,16830.0,9.0,SUV,no,0.0,0,No,2.0,105.84,15.0,0,Highly Rural/ Rural
483050926,0.0,17APR67,32.0,1.0,9.0,31275.0,No,118160.0,Yes,1,High School,Clerical,26.0,Private,10030.0,1.0,SUV,no,0.0,0,No,0.0,4486.0,1.0,1,Highly Urban/ Urban
146989842,1.0,09APR55,44.0,2.0,17.0,45488.0,No,219378.0,Yes,0,Bachelor,Manager,16.0,Private,22090.0,17.0,Minivan,no,0.0,0,No,0.0,101.96,12.0,0,Highly Urban/ Urban
742435591,0.0,05APR64,35.0,0.0,8.0,72193.0,No,0.0,z_No,1,Bachelor,Clerical,26.0,Private,12220.0,6.0,SUV,no,0.0,0,No,3.0,108.1,12.0,0,Highly Urban/ Urban
915517588,0.0,06MAY59,40.0,2.0,0.0,57274.0,No,98777.0,Yes,1,Masters,Home Maker,15.0,Private,14130.0,6.0,SUV,no,38127.0,2,Yes,4.0,115.68,12.0,0,Highly Rural/ Rural
756785495,0.0,15MAY45,54.0,0.0,12.0,33212.0,No,158432.0,Yes,0,High School,Blue Collar,27.0,Commercial,24000.0,4.0,Panel Truck,no,0.0,0,No,5.0,4901.0,8.4,1,Highly Urban/ Urban
66662029,0.0,14FEB50,49.0,0.0,5.0,49244.0,No,163444.0,Yes,0,Bachelor,Clerical,30.0,Private,15880.0,1.0,Minivan,no,0.0,0,No,1.0,107.69,1.0,0,Highly Urban/ Urban
294816298,2.0,03AUG63,36.0,2.0,12.0,130540.0,Yes,344195.0,z_No,1,Bachelor,Blue Collar,5.0,Commercial,27200.0,4.0,Minivan,no,0.0,0,No,0.0,99.24,9.0,0,Highly Rural/ Rural
686791659,0.0,07MAY47,52.0,0.0,8.0,51278.0,No,230340.0,Yes,1,Bachelor,Professional,37.0,Private,1500.0,4.0,SUV,no,0.0,0,No,1.0,113.28,10.0,0,Highly Urban/ Urban
269341556,0.0,28SEP58,41.0,0.0,7.0,92842.0,No,286113.0,z_No,0,Masters,Lawyer,12.0,Commercial,25810.0,6.0,Panel Truck,no,1431.0,2,No,5.0,99.13,15.0,0,Highly Urban/ Urban
396972296,0.0,26JUL60,39.0,0.0,10.0,35081.0,No,202839.0,Yes,0,Bachelor,Blue Collar,38.0,Commercial,16640.0,4.0,Van,yes,0.0,0,No,0.0,93.03,13.0,0,Highly Urban/ Urban
364483168,0.0,09APR43,56.0,0.0,0.0,0.0,No,63827.0,Yes,1,PhD,Home Maker,65.0,Private,13220.0,1.0,Minivan,no,0.0,0,No,0.0,109.93,12.0,0,Highly Rural/ Rural
866093378,0.0,07MAR50,49.0,0.0,12.0,115044.0,No,311980.0,z_No,1,PhD,Doctor,18.0,Private,17900.0,1.0,Minivan,no,0.0,0,No,0.0,104.38,14.0,0,Highly Urban/ Urban
515421877,0.0,30MAY61,38.0,0.0,11.0,37754.0,No,138823.0,Yes,1,High School,Clerical,47.0,Private,12080.0,1.0,SUV,no,0.0,0,No,2.0,101.91,9.0,0,Highly Rural/ Rural
173737852,0.0,01JUN56,43.0,2.0,17.0,145353.0,No,418785.0,Yes,1,Masters,Blue Collar,38.0,Commercial,29450.0,6.0,Van,no,0.0,0,No,0.0,93.93,15.0,0,Highly Urban/ Urban
745183922,0.0,30JUN49,50.0,0.0,8.0,167469.0,No,0.0,z_No,1,PhD,Doctor,22.0,Private,34150.0,4.0,Sports Car,no,0.0,0,No,3.0,113.89,1.0,0,Highly Urban/ Urban
298271736,0.0,04NOV36,63.0,0.0,15.0,121398.0,No,343410.0,Yes,1,PhD,Doctor,10.0,Private,16270.0,1.0,SUV,no,0.0,0,No,0.0,107.68,11.0,0,Highly Urban/ Urban
70821537,0.0,12AUG47,52.0,0.0,0.0,0.0,No,87925.0,z_No,1,High School,Student,48.0,Commercial,9280.0,1.0,SUV,no,0.0,0,No,1.0,114.55,6.0,0,Highly Rural/ Rural
258951025,0.0,24OCT64,35.0,0.0,7.0,14508.0,No,0.0,Yes,0,Bachelor,Student,22.0,Commercial,6450.0,1.0,Pickup,no,0.0,0,No,0.0,110.14,7.0,0,Highly Urban/ Urban
807174588,0.0,16NOV56,43.0,0.0,13.0,75338.0,No,270555.0,Yes,1,Bachelor,Manager,40.0,Private,23080.0,1.0,Sports Car,no,0.0,0,No,0.0,100.24,8.0,0,Highly Urban/ Urban
514538041,0.0,06OCT58,41.0,0.0,10.0,32774.0,No,0.0,z_No,1,High School,Clerical,44.0,Private,20120.0,4.0,Minivan,no,0.0,0,No,0.0,107.36,1.0,0,Highly Rural/ Rural
25561360,0.0,08APR59,40.0,0.0,11.0,57474.0,No,186418.0,Yes,0,Bachelor,Clerical,5.0,Commercial,29270.0,4.0,Panel Truck,yes,0.0,0,No,1.0,102.2,5.0,0,Highly Urban/ Urban
753037176,0.0,07AUG68,31.0,1.0,12.0,26520.0,No,154493.0,Yes,0,Bachelor,Student,62.0,Commercial,4600.0,6.0,Minivan,yes,0.0,0,No,2.0,108.01,5.0,0,Highly Urban/ Urban
883748009,0.0,27OCT52,47.0,0.0,8.0,18444.0,No,0.0,Yes,1,High School,Student,35.0,Commercial,19450.0,6.0,SUV,no,2981.0,2,No,5.0,95.94,13.0,0,Highly Urban/ Urban
31827166,0.0,06JAN46,53.0,0.0,11.8,107259.0,No,343700.0,Yes,0,Masters,Professional,36.0,Private,29230.0,10.0,Minivan,yes,0.0,0,No,0.0,96.08,15.0,0,Highly Urban/ Urban
680782638,0.0,05JUN60,39.0,3.0,7.0,34046.0,No,183383.0,Yes,1,High School,Clerical,33.0,Private,4040.0,6.0,SUV,no,0.0,0,No,0.0,118.16,5.0,0,Highly Rural/ Rural
883604551,0.0,20MAY66,33.0,3.0,14.0,32364.0,No,152894.0,Yes,0,High School,Clerical,40.0,Private,12270.0,18.0,Minivan,yes,0.0,0,No,3.0,108.39,1.0,0,Highly Urban/ Urban
714473703,0.0,02JAN40,59.0,0.0,5.0,106775.0,No,162439.6,z_No,0,Masters,Lawyer,10.0,Private,31930.0,1.0,Minivan,yes,0.0,0,No,0.0,105.76,11.6,0,Highly Urban/ Urban
213057541,0.0,29JAN57,42.0,0.0,12.0,52988.0,No,176275.0,Yes,0,High School,Blue Collar,24.0,Commercial,23450.0,1.0,Minivan,no,0.0,0,No,2.0,89.03,11.0,0,Highly Rural/ Rural
885280620,0.0,26APR59,40.0,0.0,11.0,16989.0,No,0.0,z_No,0,High School,Blue Collar,20.0,Commercial,12230.0,4.0,Pickup,yes,26104.0,1,Yes,13.0,6100.0,6.0,1,Highly Urban/ Urban
931739722,0.0,15JUL58,41.0,2.0,7.0,17755.0,Yes,148815.0,z_No,1,High School,Clerical,29.0,Private,14480.0,1.0,Minivan,yes,0.0,0,Yes,2.0,110.74,1.0,0,Highly Urban/ Urban
939401184,1.0,20JAN62,37.0,2.0,13.0,34940.2,Yes,0.0,z_No,1,High School,Blue Collar,62.0,Commercial,9360.0,4.0,Sports Car,no,0.0,0,No,0.0,6195.0,6.6,1,Highly Urban/ Urban
840809480,0.0,29JUN63,36.0,3.0,12.0,56048.0,No,137836.0,Yes,0,Masters,Lawyer,15.0,Private,10700.0,6.0,Minivan,no,2045.0,2,No,2.0,99.44,16.0,0,Highly Urban/ Urban
800426023,0.0,02DEC54,44.0,2.0,15.0,16352.0,No,134164.0,Yes,1,High School,Home Maker,37.0,Private,10520.0,1.0,SUV,no,7838.0,1,No,1.0,8841.0,1.0,1,Highly Urban/ Urban
14827139,0.0,07FEB43,56.0,0.0,16.0,44760.0,No,164852.0,Yes,0,Bachelor,Manager,30.0,Private,21770.0,13.0,Minivan,yes,0.0,0,No,0.0,103.68,6.0,0,Highly Urban/ Urban
212687745,1.0,30DEC53,45.0,1.0,14.0,63952.0,No,196368.0,Yes,1,Masters,Lawyer,50.0,Private,32340.0,6.0,Van,no,27877.0,2,Yes,0.0,2117.0,13.0,1,Highly Urban/ Urban
224701093,0.0,16APR65,34.0,3.0,12.0,22510.0,No,123888.0,Yes,0,High School,Clerical,26.0,Private,14690.0,4.0,Minivan,yes,0.0,0,Yes,0.0,1230.0,1.0,1,Highly Rural/ Rural
401200262,0.0,23SEP51,48.0,0.0,11.8,94601.2,No,252896.0,Yes,0,Bachelor,Professional,14.0,Commercial,28560.0,13.0,Panel Truck,yes,1554.0,5,No,1.0,100.02,10.0,0,Highly Urban/ Urban
926073051,1.0,12OCT55,44.0,2.0,9.8,24060.0,Yes,0.0,z_No,0,Bachelor,Clerical,24.0,Private,14220.0,4.0,Minivan,no,0.0,0,No,0.0,3532.0,10.0,1,Highly Urban/ Urban
45830738,0.0,25JUL66,33.0,4.0,12.0,20822.0,No,76022.0,Yes,1,High School,Home Maker,46.0,Private,6880.0,13.0,SUV,no,7896.0,3,No,0.0,866.0,1.0,1,Highly Urban/ Urban
997497927,0.0,06DEC66,32.0,3.0,14.0,54968.0,No,146784.0,Yes,1,High School,Professional,20.0,Private,10040.0,4.0,SUV,no,0.0,0,Yes,0.0,102.7,8.0,0,Highly Urban/ Urban
862203239,0.0,20OCT65,34.0,0.0,8.0,14194.0,No,87034.0,z_No,1,High School,Clerical,13.0,Private,2920.0,4.0,Sports Car,no,24767.0,3,Yes,2.0,7786.0,10.0,1,Highly Urban/ Urban
116102677,1.0,06NOV61,38.0,4.0,12.0,2149.0,No,72889.0,Yes,1,High School,Home Maker,35.0,Private,22690.0,10.0,Pickup,no,0.0,0,No,2.0,102.41,1.0,0,Highly Urban/ Urban
635101571,0.0,18FEB64,35.0,2.0,12.0,31053.2,Yes,0.0,z_No,1,High School,Blue Collar,43.0,Private,9730.0,5.0,SUV,no,0.0,0,No,4.0,5426.0,4.0,1,Highly Urban/ Urban
793404097,2.0,02JAN55,44.0,2.0,14.0,45576.0,No,156623.0,Yes,1,High School,Blue Collar,27.0,Private,1500.0,4.0,Sports Car,no,25276.0,1,No,8.0,99.84,11.6,0,Highly Urban/ Urban
62434528,2.0,10MAY56,43.0,3.0,11.0,137103.0,Yes,0.0,z_No,1,Masters,Manager,29.0,Private,19510.0,1.0,Sports Car,no,8890.0,3,No,0.0,4148.0,15.0,1,Highly Urban/ Urban
935079846,0.0,05SEP50,49.0,0.0,9.0,171863.8,No,0.0,z_No,0,PhD,Professional,31.0,Commercial,33710.0,3.0,Panel Truck,no,34351.0,2,Yes,2.0,97.72,18.0,0,Highly Urban/ Urban
948288985,0.0,25OCT53,46.0,0.0,10.0,79538.0,No,0.0,z_No,1,Bachelor,Manager,13.0,Private,14050.0,3.0,Minivan,no,0.0,0,Yes,2.0,104.48,11.0,0,Highly Urban/ Urban
396323054,0.0,03DEC53,45.0,1.0,11.0,185836.0,No,509115.0,Yes,1,PhD,Lawyer,28.0,Private,10250.0,1.0,SUV,no,4307.0,3,No,6.0,99.87,20.0,0,Highly Urban/ Urban
299024508,0.0,01JAN53,46.0,0.0,14.0,151510.4,No,397661.0,z_No,0,Masters,Manager,22.0,Commercial,33320.0,4.0,Panel Truck,yes,0.0,0,Yes,1.0,100.26,12.0,0,Highly Urban/ Urban
39392545,0.0,08NOV54,45.0,0.0,11.0,61931.0,No,213530.0,Yes,0,Masters,Blue Collar,30.0,Commercial,10910.0,13.0,Pickup,yes,25106.0,2,No,0.0,88.34,9.4,0,Highly Urban/ Urban
536604822,0.0,23JUL51,48.0,0.0,9.0,61509.0,No,195438.0,Yes,0,Masters,Professional,40.0,Commercial,23230.0,6.0,Panel Truck,yes,0.0,0,No,1.0,96.02,17.0,0,Highly Urban/ Urban
429992959,0.0,16SEP36,63.0,0.0,9.0,74426.0,No,0.0,z_No,1,PhD,Doctor,11.0,Private,27600.0,1.0,SUV,no,0.0,0,No,0.0,110.7,18.0,0,Highly Urban/ Urban
160577728,0.0,18FEB55,44.0,0.0,9.0,74722.0,No,231034.0,Yes,1,Bachelor,Professional,9.0,Private,23640.0,6.0,Minivan,no,0.0,0,No,0.0,110.65,1.0,0,Highly Urban/ Urban
108385737,1.0,07MAR54,45.0,2.0,11.0,102393.0,Yes,0.0,z_No,0,Bachelor,Professional,25.0,Private,1500.0,1.0,Minivan,yes,0.0,0,No,2.0,2371.0,11.0,1,Highly Urban/ Urban
414142186,0.0,17SEP37,62.0,0.0,15.0,40656.0,No,208242.0,Yes,1,High School,Clerical,57.0,Private,9170.0,4.0,Sports Car,no,42342.0,2,Yes,2.0,4178.0,7.0,1,Highly Urban/ Urban
421217157,0.0,24NOV50,48.0,0.0,0.0,0.0,No,98920.0,Yes,1,High School,Home Maker,50.0,Private,8660.0,3.0,Sports Car,no,8363.0,2,No,3.0,111.48,7.2,0,Highly Urban/ Urban
935010485,1.0,10FEB62,37.0,2.0,12.0,32046.8,No,205211.0,Yes,1,Bachelor,Blue Collar,43.0,Commercial,5200.0,1.0,SUV,no,2718.0,1,No,1.0,4804.0,3.0,1,Highly Urban/ Urban
537840281,0.0,27AUG64,35.0,0.0,2.0,29371.0,No,0.0,z_No,1,High School,Clerical,49.0,Private,4860.0,10.0,Sports Car,no,0.0,0,No,0.0,121.76,1.0,0,Highly Urban/ Urban
748139140,0.0,13AUG51,48.0,0.0,12.0,31773.0,No,165090.0,Yes,0,High School,Clerical,14.0,Commercial,9640.0,13.0,Pickup,no,1212.0,1,No,4.0,1354.0,1.0,1,Highly Urban/ Urban
601118153,0.0,26DEC59,39.0,0.0,11.0,33727.0,No,0.0,z_No,1,Bachelor,Clerical,27.0,Private,10850.0,1.0,SUV,no,8350.0,1,No,2.0,109.98,12.0,0,Highly Urban/ Urban
808304017,0.0,30MAY50,49.0,0.0,0.0,0.0,No,159389.0,Yes,1,Masters,Professional,42.0,Private,6400.0,10.0,SUV,no,9115.0,1,No,6.0,114.62,14.0,0,Highly Urban/ Urban
803325269,0.0,24JUL55,44.0,2.0,15.0,139330.0,Yes,316900.0,z_No,1,High School,Blue Collar,35.0,Commercial,22050.0,10.0,Sports Car,no,0.0,0,No,0.0,102.79,1.0,0,Highly Rural/ Rural
701235200,0.0,22DEC48,50.0,0.0,13.0,163296.0,No,447616.0,z_No,1,PhD,Lawyer,42.0,Private,22830.0,1.0,Minivan,no,0.0,0,No,0.0,102.5,14.0,0,Highly Rural/ Rural
916609661,0.0,03OCT69,30.0,1.0,10.0,17455.0,Yes,140978.0,z_No,1,High School,Blue Collar,50.0,Private,12380.0,13.0,Minivan,no,0.0,0,No,0.0,103.83,6.0,0,Highly Rural/ Rural
469714824,0.0,03NOV45,54.0,0.0,13.2,71007.0,No,240833.0,Yes,0,Bachelor,Manager,61.0,Private,14000.0,6.0,Minivan,no,0.0,0,No,0.0,97.04,11.0,0,Highly Urban/ Urban
46606719,0.0,06SEP61,38.0,0.0,0.0,0.0,No,0.0,Yes,0,High School,Student,41.0,Commercial,17470.0,10.0,Van,no,3157.0,2,No,5.0,103.05,6.0,0,Highly Rural/ Rural
454040458,0.0,09APR46,53.0,0.0,6.0,38036.0,No,153381.0,Yes,1,High School,Blue Collar,32.0,Commercial,13140.0,1.0,SUV,no,0.0,0,No,4.0,2425.0,1.0,1,Highly Urban/ Urban
951246359,0.0,30MAR46,53.0,0.0,13.0,41199.0,No,150933.0,z_No,1,Bachelor,Manager,21.0,Private,15360.0,1.0,SUV,no,0.0,0,No,0.0,110.61,8.0,0,Highly Urban/ Urban
389315422,0.0,28NOV69,29.0,1.0,10.0,38042.0,Yes,202967.0,z_No,0,High School,Professional,15.0,Private,15160.0,6.0,Minivan,no,0.0,0,No,0.0,105.05,1.0,0,Highly Urban/ Urban
180660768,0.0,20JAN41,58.0,0.0,11.0,91223.0,No,0.0,z_No,0,Masters,Lawyer,23.0,Private,10620.0,6.0,Pickup,no,0.0,0,No,0.0,102.87,6.4,0,Highly Urban/ Urban
184578161,0.0,25JUL44,55.0,0.0,7.0,45787.0,No,173196.0,Yes,1,Masters,Lawyer,5.0,Private,19380.0,6.0,Minivan,no,0.0,0,No,0.0,108.11,13.0,0,Highly Urban/ Urban
59798468,0.0,17SEP44,55.0,0.0,10.4,84964.0,No,227091.0,Yes,0,Bachelor,Blue Collar,21.0,Commercial,5760.0,1.0,Pickup,yes,969.0,2,No,6.0,92.73,11.0,0,Highly Urban/ Urban
957817015,0.0,04NOV43,56.0,0.0,8.0,38240.0,No,190675.0,Yes,1,High School,Clerical,28.0,Private,16220.0,4.0,SUV,no,0.0,0,No,0.0,101.41,10.2,0,Highly Rural/ Rural
402443529,0.0,20DEC59,39.0,2.0,0.0,0.0,No,69369.0,Yes,1,High School,Home Maker,36.0,Private,8750.0,4.0,Sports Car,no,0.0,0,No,0.0,104.44,8.0,0,Highly Urban/ Urban
298667574,2.0,26JUN55,44.0,2.0,13.0,142588.0,No,365256.0,Yes,0,Masters,Manager,28.0,Private,21790.0,6.0,Minivan,yes,0.0,0,No,2.0,98.8,9.0,0,Highly Urban/ Urban
303462460,0.0,13MAY65,34.0,0.0,11.0,51565.0,No,0.0,z_No,0,Masters,Lawyer,36.0,Private,18110.0,1.0,Van,yes,759.0,2,No,3.0,98.62,15.0,0,Highly Urban/ Urban
629946797,0.0,08AUG65,34.0,3.0,0.0,0.0,No,66358.0,Yes,1,High School,Home Maker,25.0,Private,11740.0,9.0,SUV,no,1800.0,2,No,2.0,5711.0,1.0,1,Highly Urban/ Urban
783473090,0.0,06JAN63,36.0,0.0,11.0,105384.0,No,267509.0,Yes,0,Masters,Professional,24.0,Private,13800.0,7.0,Minivan,yes,31695.0,3,Yes,4.0,94.46,17.0,0,Highly Urban/ Urban
8565171,0.0,13OCT58,41.0,0.0,10.0,66265.0,No,159276.0,Yes,0,Masters,Lawyer,59.0,Private,12230.0,4.0,Minivan,yes,0.0,0,No,1.0,13105.0,9.0,1,Highly Urban/ Urban
950995873,0.0,30APR53,46.0,0.0,7.0,65169.2,No,171858.8,z_No,0,Masters,Blue Collar,17.0,Commercial,23350.0,13.0,Panel Truck,yes,4678.0,3,No,6.0,4061.0,17.0,1,Highly Urban/ Urban
867703916,0.0,08MAR54,45.0,0.0,12.0,32394.0,No,0.0,z_No,1,High School,Clerical,33.0,Private,13770.0,4.0,SUV,no,0.0,0,No,0.0,110.75,1.0,0,Highly Urban/ Urban
593582812,0.0,31JUL57,42.0,0.0,9.0,76226.0,No,217920.0,Yes,0,Bachelor,Blue Collar,18.0,Commercial,23390.0,13.0,Panel Truck,yes,0.0,0,No,0.0,93.67,14.0,0,Highly Urban/ Urban
22340563,1.0,25MAY61,38.0,3.0,16.0,7528.0,No,113809.0,Yes,0,High School,Clerical,26.0,Private,8080.0,1.0,Pickup,yes,0.0,0,No,0.0,95.0,8.0,0,Highly Rural/ Rural
679555193,0.0,16FEB66,33.0,4.0,0.0,0.0,Yes,0.0,z_No,0,High School,Student,14.0,Commercial,15090.0,1.0,Minivan,yes,1631.0,1,No,2.0,7838.0,5.0,1,Highly Urban/ Urban
161607403,0.0,01AUG62,37.0,0.0,0.0,52663.6,No,73890.0,Yes,1,Bachelor,Student,48.0,Commercial,12850.0,7.0,SUV,no,0.0,0,No,3.0,3660.0,6.0,1,Highly Urban/ Urban
700623278,1.0,05JAN57,42.0,1.0,9.0,32797.0,No,160661.0,Yes,1,Masters,Lawyer,63.0,Private,21690.0,1.0,Minivan,no,0.0,0,No,2.0,99.98,14.0,0,Highly Urban/ Urban
755810990,0.0,20NOV51,47.0,0.0,11.0,44705.0,No,217885.0,Yes,1,Bachelor,Professional,50.0,Private,12840.0,1.0,SUV,no,1533.0,2,No,0.0,5125.0,10.0,1,Highly Urban/ Urban
464090162,0.0,11NOV56,43.0,1.0,0.0,0.0,No,70170.0,Yes,1,Bachelor,Home Maker,26.0,Private,8350.0,1.0,SUV,no,0.0,0,No,3.0,117.36,7.0,0,Highly Urban/ Urban
170483243,0.0,06JUN47,52.0,0.0,9.0,68992.0,No,216986.0,z_No,1,Bachelor,Blue Collar,36.0,Commercial,15120.0,1.0,Minivan,no,0.0,0,No,3.0,95.41,10.0,0,Highly Rural/ Rural
