index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
29,224,40,2000,1292,1,JD,Single Vehicle Collision,Minor Damage,Other,21,1,1,1,69840,0,6,24,Full
30,241,45,2000,1104,1,PhD,Single Vehicle Collision,Minor Damage,Police,5,1,2,0,91650,0,4,26,Full
31,64,25,1000,954,0,Masters,Multi-vehicle Collision,Major Damage,Ambulance,22,4,0,0,75600,0,10,4,P2
32,166,37,2000,1337,0,JD,Multi-vehicle Collision,Major Damage,Police,10,3,2,0,67140,1,9,15,Full
33,155,35,1000,1088,1,Associate,Multi-vehicle Collision,Total Loss,Police,16,3,2,0,29790,0,7,19,Full
34,114,30,1000,1558,0,High School,Multi-vehicle Collision,Major Damage,Ambulance,1,3,1,0,77110,0,0,12,Full
35,149,37,500,1416,0,PhD,Single Vehicle Collision,Total Loss,Fire,17,1,0,1,64800,0,16,18,Full
36,147,33,1000,1334,0,High School,Single Vehicle Collision,Major Damage,Other,15,1,2,1,53100,1,20,17,Full
37,62,28,1000,988,1,Masters,Single Vehicle Collision,Total Loss,Police,3,1,1,1,60200,1,11,11,Full
38,289,49,2000,1222,1,JD,Parked Car,Minor Damage,None,16,1,1,1,5330,0,14,30,Full
39,431,54,2000,1156,1,MD,Multi-vehicle Collision,Major Damage,Police,4,3,2,0,62300,0,8,33,Full
40,199,37,500,1262,0,JD,Single Vehicle Collision,Major Damage,Ambulance,4,1,0,0,60170,1,4,18,Full
41,79,26,500,1452,0,Associate,Single Vehicle Collision,Minor Damage,Ambulance,19,1,2,0,40000,0,5,7,Full
42,116,34,500,1738,0,Associate,Single Vehicle Collision,Major Damage,Police,1,1,1,0,97080,1,14,12,Full
43,37,23,500,1476,1,College,Multi-vehicle Collision,Minor Damage,Other,17,3,1,0,51660,0,5,7,Full
44,106,30,500,538,1,PhD,Single Vehicle Collision,Total Loss,Other,23,1,2,0,51120,0,10,13,Full
45,269,44,2000,1081,0,JD,Single Vehicle Collision,Minor Damage,Other,14,1,0,0,56400,0,1,27,Full
46,265,40,1000,1454,1,MD,Multi-vehicle Collision,Total Loss,Other,17,3,2,0,55120,0,13,23,Full
47,163,33,500,1240,1,Associate,Multi-vehicle Collision,Total Loss,Fire,11,3,1,0,77110,0,1,17,Full
48,355,47,2000,1274,0,College,Multi-vehicle Collision,Major Damage,Fire,19,3,2,0,62800,1,12,29,Full
49,175,34,1000,1124,1,PhD,Vehicle Theft,Trivial Damage,Police,5,1,2,1,7290,0,20,14,Full
50,192,35,1000,1246,1,Masters,Single Vehicle Collision,Total Loss,Other,19,1,0,0,76600,0,15,16,Full
51,430,59,2000,1327,0,MD,Multi-vehicle Collision,Minor Damage,Fire,19,3,0,1,81800,0,17,37,Full
52,91,27,2000,1074,1,JD,Vehicle Theft,Trivial Damage,None,4,1,1,0,7260,0,7,8,Full
53,217,39,1000,1531,0,College,Vehicle Theft,Minor Damage,None,8,1,2,1,4300,0,15,21,Full
54,223,40,500,1201,1,JD,Multi-vehicle Collision,Major Damage,Police,7,3,1,0,70510,0,16,20,Full
55,195,39,1000,1394,0,PhD,Parked Car,Minor Damage,Police,5,1,0,1,2640,0,6,21,Full
56,22,26,1000,1277,0,PhD,Single Vehicle Collision,Minor Damage,Fire,3,1,1,0,78900,0,20,10,Full
57,439,56,500,1082,1,PhD,Multi-vehicle Collision,Major Damage,Fire,12,3,2,0,56430,0,1,40,Full
58,94,32,1000,1415,1,Masters,Parked Car,Minor Damage,None,19,1,1,0,2400,0,1,12,Full
59,11,39,2000,1470,0,PhD,Single Vehicle Collision,Total Loss,Ambulance,22,1,0,0,65790,0,8,18,Full
60,151,36,2000,871,1,MD,Multi-vehicle Collision,Minor Damage,Police,12,3,1,0,62920,0,15,15,Full
61,154,34,500,795,0,PhD,Multi-vehicle Collision,Major Damage,Police,15,3,2,0,69480,1,1,12,Full
62,245,44,1000,1168,0,JD,Multi-vehicle Collision,Total Loss,Other,23,3,0,0,44280,0,18,28,Full
63,119,32,1000,994,0,High School,Single Vehicle Collision,Minor Damage,Other,12,1,0,1,56300,0,4,12,Full
64,215,42,500,1849,0,JD,Multi-vehicle Collision,Major Damage,Fire,20,3,2,1,68520,1,12,25,Full
65,295,42,2000,1642,0,PhD,Multi-vehicle Collision,Total Loss,Fire,16,3,0,0,59130,1,9,22,Full
66,254,39,500,1363,1,MD,Multi-vehicle Collision,Minor Damage,Ambulance,6,3,2,0,82320,1,20,22,Full
67,107,31,500,1239,1,High School,Single Vehicle Collision,Minor Damage,Fire,12,1,0,0,89700,1,6,13,Full
68,478,64,500,835,1,Associate,Multi-vehicle Collision,Minor Damage,Fire,17,3,1,0,33930,0,17,46,Full
69,128,30,1000,1061,0,MD,Single Vehicle Collision,Major Damage,Ambulance,8,1,0,0,68530,0,18,14,Full
70,338,49,1000,1279,0,MD,Parked Car,Minor Damage,None,13,1,0,0,4300,0,11,32,Full
71,271,42,500,1105,1,Associate,Multi-vehicle Collision,Major Damage,Other,12,2,2,0,68310,1,12,25,Full
72,222,41,2000,1056,1,MD,Single Vehicle Collision,Total Loss,Other,7,1,0,0,61290,1,20,24,Full
73,199,41,1000,896,1,Associate,Single Vehicle Collision,Minor Damage,Ambulance,10,1,1,0,30100,0,16,24,Full
74,215,37,500,1633,1,College,Multi-vehicle Collision,Minor Damage,Fire,7,3,2,1,57120,0,13,18,Full
75,192,40,1000,1406,1,Associate,Multi-vehicle Collision,Minor Damage,Ambulance,18,3,1,1,42930,0,10,18,Full
76,120,35,1000,1426,1,High School,Multi-vehicle Collision,Total Loss,Ambulance,22,3,2,0,51210,0,5,16,Full
77,270,45,1000,1038,1,College,Multi-vehicle Collision,Minor Damage,Fire,18,3,1,1,89400,0,17,23,Full
78,319,47,500,1307,0,College,Multi-vehicle Collision,Total Loss,Police,22,3,0,0,59730,0,10,29,Full
79,194,39,1000,1489,1,JD,Vehicle Theft,Minor Damage,None,15,1,2,1,8060,0,11,20,Full
80,227,38,500,977,1,PhD,Single Vehicle Collision,Major Damage,Fire,16,1,1,0,72200,1,2,22,Full
81,137,31,2000,1340,0,High School,Multi-vehicle Collision,Minor Damage,Ambulance,6,3,1,0,50800,0,10,9,Full
82,244,40,2000,1268,1,Masters,Vehicle Theft,Trivial Damage,None,10,1,2,0,6600,0,10,21,Full
83,78,29,1000,1234,0,Masters,Vehicle Theft,Minor Damage,Police,3,1,2,0,7500,0,13,8,Full
84,200,35,2000,1318,0,High School,Vehicle Theft,Trivial Damage,None,13,1,0,1,6490,0,13,15,Full
85,284,48,2000,770,0,Masters,Multi-vehicle Collision,Major Damage,Ambulance,16,2,2,0,60940,1,2,31,Full
86,275,41,2000,1515,0,High School,Multi-vehicle Collision,Major Damage,Fire,13,3,0,0,58300,0,8,23,Full
87,153,34,1000,874,1,Associate,Multi-vehicle Collision,Minor Damage,Other,9,3,2,0,68400,0,8,14,Full
88,134,32,500,1612,1,MD,Single Vehicle Collision,Total Loss,Fire,2,1,2,1,64240,0,0,13,Full
89,31,36,2000,1318,1,College,Parked Car,Trivial Damage,None,9,1,0,1,4700,0,13,16,Full
90,41,25,1000,1227,1,College,Multi-vehicle Collision,Major Damage,Other,12,3,2,0,45120,1,4,3,P2
91,127,29,2000,1326,1,High School,Multi-vehicle Collision,Total Loss,Fire,12,2,1,0,66950,0,20,9,Full
92,61,23,2000,1137,1,Associate,Single Vehicle Collision,Major Damage,Police,14,1,0,0,98340,1,11,3,P2
93,207,42,2000,1323,0,PhD,Parked Car,Trivial Damage,None,9,1,0,0,5900,0,8,23,Full
94,219,43,1000,1483,1,MD,Multi-vehicle Collision,Major Damage,Ambulance,3,3,1,0,70680,0,6,23,Full
95,271,42,500,1515,1,High School,Multi-vehicle Collision,Total Loss,Ambulance,21,3,1,0,93720,0,10,22,Full
96,80,25,2000,1075,1,PhD,Vehicle Theft,Minor Damage,None,5,1,2,1,6930,0,14,5,Full
97,325,47,1000,1690,1,Associate,Single Vehicle Collision,Major Damage,Fire,11,1,0,0,72930,1,9,31,Full
98,29,25,2000,1353,0,Masters,Multi-vehicle Collision,Minor Damage,Other,4,4,1,1,64890,1,2,3,P2
99,295,48,1000,1149,1,College,Parked Car,Trivial Damage,None,6,1,1,1,5400,0,16,28,Full
100,239,42,1000,970,0,College,Vehicle Theft,Trivial Damage,None,10,1,0,0,5600,0,8,23,Full
101,269,41,500,1464,1,College,Single Vehicle Collision,Minor Damage,Police,23,1,0,0,79300,0,8,23,Full
102,80,27,1000,1474,1,College,Single Vehicle Collision,Major Damage,Police,13,1,1,1,52800,0,11,6,Full
103,279,41,500,1497,1,JD,Multi-vehicle Collision,Minor Damage,Fire,16,3,2,0,28800,0,2,20,Full
104,165,33,1000,1427,1,Associate,Parked Car,Minor Damage,Police,3,1,1,0,2970,0,7,12,Full
105,350,54,500,1495,0,College,Multi-vehicle Collision,Total Loss,Police,15,3,0,0,93480,0,1,38,Full
106,295,49,500,1142,0,College,Vehicle Theft,Minor Damage,None,4,1,1,1,4320,0,13,32,Full
107,464,61,1000,1125,1,Associate,Multi-vehicle Collision,Major Damage,Police,6,3,0,1,79800,1,15,40,Full
108,118,28,2000,1207,1,High School,Multi-vehicle Collision,Major Damage,Ambulance,22,2,1,0,74200,0,18,11,Full
109,298,47,2000,1338,1,PhD,Single Vehicle Collision,Major Damage,Fire,1,1,0,0,70590,1,15,28,Full
110,87,31,1000,1074,1,Masters,Multi-vehicle Collision,Major Damage,Fire,16,3,0,1,60940,1,9,15,Full
111,261,42,500,1338,1,College,Single Vehicle Collision,Minor Damage,Police,18,1,1,1,74700,0,5,21,Full
112,453,60,500,1299,0,PhD,Single Vehicle Collision,Major Damage,Fire,0,1,0,0,70000,1,0,38,Full
113,210,41,500,1223,0,High School,Multi-vehicle Collision,Total Loss,Other,12,3,2,0,81070,0,14,25,Full
114,168,32,1000,1060,0,MD,Multi-vehicle Collision,Major Damage,Other,13,2,1,0,57720,0,8,15,Full
115,390,51,2000,1124,0,Associate,Vehicle Theft,Minor Damage,None,9,1,1,1,7080,0,14,33,Full
116,258,46,1000,1110,0,MD,Multi-vehicle Collision,Total Loss,Other,14,3,0,0,47700,1,18,26,Full
117,107,31,2000,1374,1,PhD,Single Vehicle Collision,Minor Damage,Police,16,1,0,0,51260,0,13,13,Full
118,225,41,2000,1104,0,High School,Multi-vehicle Collision,Major Damage,Police,20,3,2,0,70400,1,4,25,Full
119,164,38,2000,1270,1,PhD,Single Vehicle Collision,Minor Damage,Fire,4,1,1,1,90000,0,0,17,Full
120,245,39,500,965,1,Associate,Multi-vehicle Collision,Minor Damage,Police,7,3,0,0,72820,0,5,20,Full
121,255,41,2000,1167,0,High School,Single Vehicle Collision,Minor Damage,Fire,22,1,2,0,69300,0,15,23,Full
122,206,36,500,1625,1,MD,Single Vehicle Collision,Major Damage,Ambulance,11,1,2,0,76560,1,7,18,Full
123,203,38,500,1394,1,Masters,Single Vehicle Collision,Major Damage,Ambulance,7,1,0,1,55440,1,16,17,Full
124,22,25,2000,1053,1,College,Multi-vehicle Collision,Total Loss,Other,0,4,1,0,77130,0,20,9,Full
125,211,35,500,1041,1,JD,Single Vehicle Collision,Total Loss,Ambulance,1,1,1,0,42000,0,4,14,Full
126,206,39,1000,1302,0,JD,Multi-vehicle Collision,Total Loss,Ambulance,12,3,2,1,36300,0,2,22,Full
127,166,38,2000,1589,0,MD,Single Vehicle Collision,Total Loss,Other,8,1,0,0,40320,0,14,22,Full
128,165,32,500,1399,1,High School,Parked Car,Minor Damage,Police,9,1,2,0,3960,0,17,14,Full
129,274,43,2000,1352,0,College,Single Vehicle Collision,Major Damage,Fire,22,1,0,1,63840,1,9,25,Full
130,81,28,1000,1139,1,Masters,Multi-vehicle Collision,Major Damage,Fire,0,3,1,0,44730,1,15,9,Full
131,280,45,1000,1398,0,JD,Multi-vehicle Collision,Minor Damage,Other,0,3,1,0,84720,0,16,27,Full
132,194,39,500,823,0,Masters,Multi-vehicle Collision,Major Damage,Other,3,3,2,0,61500,0,3,20,Full
133,112,27,500,965,1,Masters,Multi-vehicle Collision,Major Damage,Ambulance,21,3,0,0,51000,0,2,9,Full
134,24,33,1000,1923,1,High School,Single Vehicle Collision,Total Loss,Police,0,1,2,0,46800,0,13,16,Full
135,93,32,2000,1625,0,PhD,Single Vehicle Collision,Minor Damage,Ambulance,16,1,1,0,78120,0,9,14,Full
136,171,34,2000,1277,1,College,Single Vehicle Collision,Major Damage,Police,14,1,1,0,69200,1,19,12,Full
137,200,40,1000,1439,1,High School,Vehicle Theft,Minor Damage,Police,9,1,0,0,3690,0,0,21,Full
138,120,28,1000,1281,1,PhD,Multi-vehicle Collision,Minor Damage,Fire,9,3,0,0,65500,0,5,6,Full
139,325,46,500,1349,1,High School,Multi-vehicle Collision,Minor Damage,Fire,21,3,1,1,76120,0,16,27,Full
140,124,32,1000,1198,1,MD,Multi-vehicle Collision,Total Loss,Other,19,3,0,1,73560,0,20,13,Full
141,211,35,2000,1221,0,Masters,Single Vehicle Collision,Total Loss,Police,2,1,0,0,52030,0,7,17,Full
142,287,41,2000,969,0,Masters,Vehicle Theft,Trivial Damage,None,9,1,2,0,5170,0,14,19,Full
143,122,34,1000,1221,0,PhD,Parked Car,Minor Damage,None,5,1,2,1,8190,0,2,15,Full
144,22,29,2000,1239,0,MD,Single Vehicle Collision,Major Damage,Ambulance,14,1,2,0,70800,1,3,9,Full
145,106,31,2000,1321,1,JD,Multi-vehicle Collision,Total Loss,Police,20,3,0,1,45630,0,4,14,Full
146,398,58,500,991,1,Associate,Single Vehicle Collision,Major Damage,Police,18,1,2,0,99320,1,13,40,Full
147,214,41,500,1399,0,Masters,Multi-vehicle Collision,Major Damage,Fire,13,3,2,0,64000,1,19,22,Full
148,209,38,500,1355,1,MD,Single Vehicle Collision,Minor Damage,Fire,21,1,1,0,47300,0,1,16,Full
149,82,27,1000,1385,0,PhD,Single Vehicle Collision,Major Damage,Other,14,1,2,0,71680,1,8,10,Full
150,193,41,500,847,1,JD,Single Vehicle Collision,Major Damage,Other,1,1,1,1,112320,1,4,23,Full
151,134,32,1000,1000,1,PhD,Single Vehicle Collision,Total Loss,Other,17,1,1,0,82720,0,1,15,Full
152,288,45,1000,1047,0,Masters,Multi-vehicle Collision,Major Damage,Fire,4,3,2,0,48060,0,6,25,Full
153,104,32,500,1158,0,High School,Multi-vehicle Collision,Total Loss,Police,23,3,1,1,63570,1,9,14,Full
154,431,54,1000,1372,1,Masters,Multi-vehicle Collision,Total Loss,Fire,13,3,2,0,63240,0,18,32,Full
155,101,33,1000,1053,1,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,20,3,1,0,54240,1,2,14,Full
156,375,50,1000,1275,0,Associate,Single Vehicle Collision,Major Damage,Police,16,1,2,0,37280,1,19,34,Full
157,461,61,2000,1403,0,JD,Multi-vehicle Collision,Minor Damage,Police,10,3,2,1,72100,0,9,42,Full
158,428,59,500,1344,1,JD,Parked Car,Minor Damage,None,8,1,2,0,6500,0,2,41,Full
159,45,38,1000,1198,0,Masters,Multi-vehicle Collision,Total Loss,Ambulance,17,3,2,0,78240,0,2,19,Full
160,136,29,500,1203,1,JD,Vehicle Theft,Minor Damage,Police,9,1,2,0,6200,0,16,13,Full
161,216,36,1000,1152,1,Associate,Parked Car,Minor Damage,Police,0,1,2,0,6160,0,1,20,Full
162,278,48,2000,1143,1,MD,Single Vehicle Collision,Total Loss,Ambulance,12,1,2,0,76050,0,18,26,Full
163,295,48,1000,1332,1,MD,Multi-vehicle Collision,Total Loss,Ambulance,20,2,2,1,86060,0,13,32,Full
164,112,30,1000,1167,1,Masters,Single Vehicle Collision,Major Damage,Fire,3,1,2,0,107900,1,18,8,Full
165,122,34,500,1495,1,Masters,Multi-vehicle Collision,Total Loss,Fire,18,3,2,1,99990,0,4,15,Full
166,108,29,1000,1338,1,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,4,3,2,1,61380,0,3,7,Full
167,14,28,2000,1588,1,Associate,Single Vehicle Collision,Major Damage,Fire,18,1,2,1,71280,1,3,10,Full
168,298,45,1000,1362,0,High School,Multi-vehicle Collision,Minor Damage,Ambulance,18,3,0,0,64000,0,16,26,Full
169,276,46,500,1449,1,Masters,Parked Car,Trivial Damage,Police,7,1,0,0,5940,0,0,30,Full
170,47,37,2000,1242,0,High School,Parked Car,Minor Damage,None,18,1,1,0,6700,0,4,17,Full
171,222,42,500,1125,0,Associate,Multi-vehicle Collision,Minor Damage,Police,23,3,0,0,51740,0,9,26,Full
172,119,28,2000,1080,0,High School,Single Vehicle Collision,Total Loss,Ambulance,1,1,0,1,53600,1,8,7,Full
173,73,29,1000,1448,0,College,Multi-vehicle Collision,Total Loss,Other,15,3,1,0,44910,0,14,7,Full
174,8,31,500,1229,1,MD,Multi-vehicle Collision,Major Damage,Fire,2,3,0,1,48100,0,1,15,Full
175,294,44,1000,1226,1,PhD,Vehicle Theft,Trivial Damage,None,3,1,0,0,6100,0,13,23,Full
176,324,46,2000,898,0,MD,Single Vehicle Collision,Minor Damage,Other,13,1,1,1,79600,0,4,28,Full
177,155,34,500,1707,0,Masters,Single Vehicle Collision,Minor Damage,Ambulance,1,1,1,1,77040,0,17,15,Full
178,261,45,1000,1254,1,PhD,Single Vehicle Collision,Minor Damage,Fire,16,1,0,0,62590,0,12,23,Full
179,245,40,500,885,1,Masters,Single Vehicle Collision,Total Loss,Other,0,1,0,0,85150,0,17,22,Full
180,235,39,500,1047,0,MD,Vehicle Theft,Trivial Damage,None,1,1,2,0,4950,0,5,20,Full
181,53,36,2000,1713,0,Associate,Multi-vehicle Collision,Major Damage,Fire,17,3,2,1,51100,0,9,15,Full
182,426,54,2000,1098,1,Masters,Single Vehicle Collision,Minor Damage,Police,13,1,2,0,100800,0,18,38,Full
183,111,27,500,1364,1,Masters,Single Vehicle Collision,Total Loss,Police,12,1,2,0,90970,0,6,11,Full
184,86,26,500,1383,0,JD,Single Vehicle Collision,Minor Damage,Police,11,1,1,1,81840,1,4,10,Full
185,296,46,1000,1141,0,Masters,Single Vehicle Collision,Major Damage,Ambulance,18,1,0,0,54900,0,2,27,Full
186,125,35,500,1055,0,JD,Single Vehicle Collision,Total Loss,Fire,17,1,2,0,88660,1,8,19,Full
187,177,34,2000,1058,1,JD,Multi-vehicle Collision,Total Loss,Ambulance,22,3,1,0,18000,0,6,16,Full
188,238,39,2000,1488,1,JD,Vehicle Theft,Minor Damage,Police,9,1,1,1,5500,0,5,21,Full
189,81,25,500,920,1,High School,Multi-vehicle Collision,Major Damage,Other,11,3,1,0,73920,1,12,9,Full
190,128,28,1000,987,1,High School,Single Vehicle Collision,Total Loss,Ambulance,11,1,0,1,101860,0,8,8,Full
191,449,57,2000,1441,0,Associate,Parked Car,Minor Damage,None,8,1,0,1,5390,0,7,38,Full
192,252,39,1000,1086,0,JD,Single Vehicle Collision,Minor Damage,Police,18,1,1,0,50490,0,14,19,Full
193,359,47,2000,1368,1,MD,Single Vehicle Collision,Total Loss,Police,13,1,0,0,55500,0,3,26,Full
194,19,32,1000,1216,0,High School,Vehicle Theft,Minor Damage,Police,8,1,1,1,7040,0,0,10,Full
195,73,26,2000,1191,0,MD,Multi-vehicle Collision,Total Loss,Other,9,3,0,1,40160,0,12,10,Full
196,285,44,1000,1594,0,High School,Multi-vehicle Collision,Total Loss,Fire,17,2,2,0,55680,0,9,24,Full
197,196,36,2000,1463,0,MD,Vehicle Theft,Trivial Damage,Police,3,1,1,0,5300,1,14,17,Full
198,223,43,500,1734,1,MD,Parked Car,Trivial Damage,None,6,1,0,0,5200,0,9,22,Full
199,328,48,500,1411,0,Masters,Single Vehicle Collision,Major Damage,Ambulance,17,1,2,0,59400,0,1,29,Full
200,285,43,2000,1513,1,College,Vehicle Theft,Minor Damage,Police,7,1,1,0,2520,0,18,23,Full
201,30,31,2000,1153,0,PhD,Vehicle Theft,Trivial Damage,Police,9,1,2,1,5760,0,4,9,Full
202,342,49,500,1723,0,PhD,Single Vehicle Collision,Minor Damage,Fire,3,1,2,1,76700,0,9,28,Full
203,219,39,2000,1281,1,High School,Parked Car,Trivial Damage,Police,6,1,0,0,5920,0,0,22,Full
204,468,62,500,1012,0,PhD,Multi-vehicle Collision,Major Damage,Fire,7,3,0,0,64350,0,6,41,Full
205,241,39,2000,1042,0,JD,Multi-vehicle Collision,Total Loss,Ambulance,21,3,1,0,19080,0,20,20,Full
206,223,43,500,1235,1,Masters,Single Vehicle Collision,Minor Damage,Police,14,1,2,0,54400,0,4,27,Full
207,128,32,2000,769,1,College,Single Vehicle Collision,Total Loss,Fire,0,1,1,0,59800,1,16,16,Full
208,124,29,500,1302,0,Masters,Multi-vehicle Collision,Major Damage,Police,14,3,0,1,72000,0,10,13,Full
209,343,48,500,1452,0,JD,Multi-vehicle Collision,Total Loss,Police,13,4,2,0,65070,0,12,27,Full
210,404,53,500,767,0,Associate,Parked Car,Trivial Damage,Police,8,1,0,0,8800,0,13,32,Full
211,63,24,2000,1621,1,High School,Vehicle Theft,Minor Damage,Police,7,1,2,0,6120,0,0,2,P1
212,210,37,2000,1048,0,High School,Vehicle Theft,Trivial Damage,None,9,1,1,0,7080,0,16,20,Full
213,335,50,1000,1538,0,High School,Multi-vehicle Collision,Minor Damage,Ambulance,12,3,2,1,34320,0,6,34,Full
214,11,40,2000,1218,1,MD,Multi-vehicle Collision,Major Damage,Other,6,3,1,0,53460,1,11,20,Full
215,142,33,2000,1363,1,JD,Single Vehicle Collision,Total Loss,Other,11,1,1,0,81360,1,6,16,Full
216,272,43,1000,1279,0,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,5,3,1,1,81070,1,9,21,Full
217,69,26,2000,925,1,High School,Single Vehicle Collision,Minor Damage,Fire,14,1,2,0,63120,0,7,5,Full
218,38,28,1000,1019,0,Masters,Vehicle Theft,Trivial Damage,None,17,1,2,0,7200,0,11,7,Full
219,328,46,500,1315,1,MD,Single Vehicle Collision,Total Loss,Other,0,1,2,0,70290,1,17,27,Full
220,281,43,1000,1515,0,College,Multi-vehicle Collision,Minor Damage,Fire,21,3,1,0,60190,0,16,26,Full
221,246,44,2000,1649,0,College,Single Vehicle Collision,Major Damage,Other,18,1,1,1,61380,1,6,28,Full
222,298,49,500,1451,1,College,Single Vehicle Collision,Minor Damage,Ambulance,17,1,2,0,28100,0,3,33,Full
223,330,50,1000,978,1,High School,Single Vehicle Collision,Total Loss,Fire,19,1,0,0,49060,0,20,30,Full
224,362,50,500,1198,0,Associate,Multi-vehicle Collision,Total Loss,Fire,17,3,1,0,57060,0,20,31,Full
225,241,38,2000,1003,1,Associate,Multi-vehicle Collision,Major Damage,Fire,23,3,0,1,77880,0,7,19,Full
226,245,41,2000,1212,0,Masters,Single Vehicle Collision,Total Loss,Ambulance,4,1,0,1,73500,0,16,24,Full
227,371,52,1000,1243,1,High School,Multi-vehicle Collision,Minor Damage,Other,2,2,2,0,88920,0,5,30,Full
228,343,52,1000,1053,1,Associate,Single Vehicle Collision,Major Damage,Other,2,1,0,0,47630,1,10,31,Full
229,377,53,500,1694,1,MD,Multi-vehicle Collision,Total Loss,Fire,10,3,1,0,59040,0,0,32,Full
230,154,37,1000,2048,1,MD,Single Vehicle Collision,Minor Damage,Other,2,1,0,0,79530,0,15,21,Full
231,166,34,1000,1084,1,High School,Single Vehicle Collision,Total Loss,Other,18,1,0,1,53680,0,10,18,Full
232,298,46,1000,1138,0,JD,Single Vehicle Collision,Minor Damage,Police,18,1,2,1,33550,0,10,29,Full
233,235,42,500,1073,1,Masters,Multi-vehicle Collision,Total Loss,Other,7,4,2,1,69100,0,9,24,Full
234,172,35,2000,1219,0,MD,Multi-vehicle Collision,Major Damage,Police,19,3,2,0,79750,0,16,19,Full
235,27,28,2000,1372,0,JD,Multi-vehicle Collision,Major Damage,Other,10,3,0,1,53600,1,0,6,Full
236,428,54,2000,1506,0,Masters,Multi-vehicle Collision,Minor Damage,Fire,16,3,1,0,76560,0,6,35,Full
237,99,32,1000,1058,0,JD,Single Vehicle Collision,Total Loss,Fire,17,1,1,0,41130,0,16,10,Full
