index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
158,104,27,500,1066,1,Associate,Single Vehicle Collision,Major Damage,Other,8,1,2,0,50976,1,14,10,P1
159,64,36,500,867,1,High School,Parked Car,Total Loss,Ambulance,9,1,2,0,7418,0,15,11,Full
160,118,37,1000,1500,,College,Multi-vehicle Collision,Minor Loss,None,15,3,1,1,6457,0,0,25,Full
161,73,59,500,1157,,High School,Multi-vehicle Collision,Minor Loss,None,18,4,1,1,4744,0,12,42,Full
162,29,29,500,1367,1,Masters,Single Vehicle Collision,Total Loss,Police,23,1,0,0,71950,0,10,13,Full
163,246,47,500,1133,1,PhD,Multi-vehicle Collision,Major Damage,Other,20,2,2,0,79764,1,19,30,Full
164,251,38,500,1889,0,Associate,Vehicle Theft,Trivial Damage,Police,0,1,2,0,4524,0,6,25,Full
165,257,55,500,1280,0,College,Single Vehicle Collision,Major Damage,Other,17,1,2,0,64017,0,16,27,Full
166,40,52,500,1245,,Bachelor,Vehicle Theft,Major Loss,Police,10,1,0,1,5294,0,19,22,Full
167,394,56,1000,1320,0,Associate,Single Vehicle Collision,Minor Damage,Fire,12,1,2,0,56560,0,9,22,Full
168,96,44,500,1150,,High School,Single Vehicle Collision,Total Loss,Police,21,1,1,1,4525,0,19,27,Full
169,37,43,1000,1363,1,High School,Parked Car,Trivial Damage,None,5,1,1,0,6402,0,15,17,Full
170,314,57,2000,1229,0,College,Multi-vehicle Collision,Major Damage,Police,17,3,0,0,80800,0,19,42,Full
171,378,62,2000,1460,,Masters,Single Vehicle Collision,Total Loss,None,7,1,0,0,7915,1,17,41,Full
172,130,60,500,1584,1,MD,Single Vehicle Collision,Total Loss,Other,15,1,1,0,77469,0,17,43,Full
173,78,22,1000,1282,1,Masters,Parked Car,Trivial Damage,None,0,1,1,0,6605,0,7,6,Full
174,88,60,500,1503,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,12,4,0,1,1426,0,17,39,Full
175,92,26,500,1328,,Bachelor,Single Vehicle Collision,Total Loss,None,2,1,1,0,4612,0,8,7,Ls
176,95,64,2000,977,,PhD,Vehicle Theft,Major Loss,Ambulance,13,1,1,1,5158,0,16,43,Full
177,25,55,2000,1673,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,13,2,1,1,3288,0,7,43,Full
178,322,38,500,1371,1,JD,Single Vehicle Collision,Minor Damage,Fire,4,1,0,0,58712,0,4,14,Full
179,48,56,500,1409,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,8,1,0,0,4762,0,17,38,Full
180,250,46,2000,1182,1,PhD,Multi-vehicle Collision,Total Loss,Ambulance,12,3,0,0,70545,0,16,26,Full
181,262,44,1000,1136,1,JD,Single Vehicle Collision,Minor Damage,Fire,13,1,0,0,67185,0,8,29,Full
182,24,32,2000,1533,,Masters,Single Vehicle Collision,Minor Damage,None,10,1,1,0,7417,0,11,39,Full
183,26,31,500,1236,,Bachelor,Multi-vehicle Collision,Total Loss,None,16,3,1,1,6114,0,13,17,Full
184,113,29,2000,1079,,Bachelor,Parked Car,Total Loss,None,15,1,0,1,7855,0,16,10,Full
185,97,32,500,934,1,High School,Multi-vehicle Collision,Major Damage,Other,6,3,1,0,85194,0,19,10,Full
186,76,62,500,986,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,2,4,1,1,1371,0,13,42,Full
187,322,42,1000,1431,1,JD,Multi-vehicle Collision,Minor Damage,Other,14,3,2,0,67456,0,19,26,Full
188,28,42,1000,1506,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,3,3,1,0,815,0,0,27,Full
189,55,36,1000,1262,,High School,Multi-vehicle Collision,Major Loss,Police,18,2,0,0,4362,0,8,21,Full
190,95,47,500,1033,,High School,Single Vehicle Collision,Total Loss,Other,14,1,0,1,5182,0,14,26,Full
191,75,45,2000,1468,,Bachelor,Multi-vehicle Collision,Major Loss,None,9,1,0,1,6087,0,1,31,Full
192,108,39,2000,1108,1,JD,Single Vehicle Collision,Major Damage,Police,12,1,0,1,74602,1,17,34,Full
193,217,47,2000,1578,1,PhD,Multi-vehicle Collision,Major Damage,Fire,14,1,2,0,54748,0,7,30,Full
194,40,60,1000,1581,,College,Multi-vehicle Collision,Major Loss,Ambulance,10,4,1,0,2974,0,17,44,Full
195,193,39,500,1628,1,High School,Single Vehicle Collision,Major Damage,Police,15,1,0,1,4973,0,9,33,Full
196,200,62,500,891,0,Associate,Multi-vehicle Collision,Total Loss,Police,16,3,0,0,57641,0,11,32,Full
197,100,28,1000,1284,,College,Multi-vehicle Collision,Major Loss,None,6,3,1,1,5406,0,18,12,Full
198,253,61,1000,1029,1,MD,Single Vehicle Collision,Major Damage,Fire,16,1,0,0,67208,0,16,45,Full
199,40,41,500,883,,Masters,Single Vehicle Collision,Major Loss,Ambulance,21,1,0,1,7746,0,14,39,Full
200,344,34,2000,1137,1,Masters,Single Vehicle Collision,Total Loss,Police,0,1,1,0,50947,0,18,22,Full
201,79,58,2000,906,,High School,Single Vehicle Collision,Minor Loss,Ambulance,3,1,1,1,5466,0,12,41,Full
202,20,61,2000,1527,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,19,4,1,1,469,0,2,41,Full
203,53,57,500,927,0,High School,Vehicle Theft,Trivial Damage,Police,8,1,0,0,3266,0,14,40,Full
204,359,62,500,864,,MD,Single Vehicle Collision,Major Damage,None,15,1,0,0,2024,0,10,42,Full
205,18,56,1000,1099,,Masters,Single Vehicle Collision,Total Loss,Police,14,1,0,1,10285,0,6,41,Full
206,49,24,2000,1180,0,College,Single Vehicle Collision,Major Damage,Other,15,1,2,0,65267,0,10,4,P1
207,126,48,1000,1381,1,PhD,Multi-vehicle Collision,Minor Damage,Other,8,4,1,0,49670,0,9,23,Full
208,261,31,1000,1131,1,Associate,Vehicle Theft,Trivial Damage,None,10,1,0,1,5309,0,9,21,Full
209,49,30,1000,1512,,High School,Multi-vehicle Collision,Total Loss,None,22,3,0,1,9026,0,10,12,Full
210,18,50,500,1649,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,6,3,0,1,3643,0,1,13,Full
211,47,46,500,1009,,Bachelor,Vehicle Theft,Trivial Damage,None,1,1,0,1,5765,0,12,29,Full
212,38,31,1000,1400,,Masters,Multi-vehicle Collision,Minor Loss,None,20,3,1,0,4962,0,16,15,Full
213,261,39,2000,1267,,Bachelor,Single Vehicle Collision,Total Loss,Police,3,1,1,0,5037,0,11,24,Full
214,41,25,1000,925,1,Bachelor,Multi-vehicle Collision,Total Loss,Other,6,3,0,1,3603,0,3,6,Full
215,44,32,500,1487,,Bachelor,Single Vehicle Collision,Minor Loss,Police,12,1,1,1,7497,0,17,17,Full
216,22,36,500,1424,1,College,Multi-vehicle Collision,Total Loss,Ambulance,9,3,1,0,43236,0,18,20,Full
217,76,32,2000,1030,,High School,Single Vehicle Collision,Total Loss,Fire,7,1,0,0,45519,0,9,12,P2
218,269,41,2000,924,1,PhD,Single Vehicle Collision,Major Damage,Police,12,3,0,0,49725,1,6,21,Full
219,331,39,1000,1031,1,Masters,Single Vehicle Collision,Major Damage,Fire,22,1,1,1,51380,0,18,29,Full
220,120,50,2000,1470,1,College,Multi-vehicle Collision,Major Damage,Fire,11,2,1,1,68646,0,12,19,Full
221,8,38,1000,1256,,Masters,Single Vehicle Collision,Minor Loss,None,12,1,1,1,9747,0,14,7,Full
222,89,49,500,1269,,High School,Multi-vehicle Collision,Total Loss,Ambulance,19,3,1,0,5363,0,19,29,Full
223,301,57,1000,1472,1,Associate,Parked Car,Trivial Damage,None,9,1,0,0,7975,0,10,28,Full
224,25,31,500,1221,,Bachelor,Multi-vehicle Collision,Major Loss,None,8,3,0,1,7990,0,4,23,Full
225,74,35,500,1428,0,High School,Parked Car,Minor Damage,Police,6,1,0,0,70139,0,7,14,Full
226,210,32,1000,1641,0,PhD,Multi-vehicle Collision,Minor Damage,Police,17,3,2,1,57711,0,17,12,Full
227,386,41,500,1772,1,MD,Single Vehicle Collision,Major Damage,Fire,16,1,0,1,71835,1,2,24,Full
228,77,33,2000,1529,,Bachelor,Multi-vehicle Collision,Major Loss,None,19,3,1,1,8343,0,15,18,Full
229,47,29,500,1408,,Masters,Single Vehicle Collision,Total Loss,Ambulance,5,1,0,1,7206,0,8,11,Full
230,0,19,500,1158,1,Masters,Single Vehicle Collision,Total Loss,None,14,1,0,0,42100,0,7,1,P1
231,31,47,500,1214,,Bachelor,Single Vehicle Collision,Minor Loss,Police,15,1,1,0,5844,0,17,29,Full
232,124,45,500,1048,,High School,Parked Car,Total Loss,None,18,1,1,1,3487,0,9,26,Full
233,54,27,500,1147,0,PhD,Multi-vehicle Collision,Minor Damage,Other,8,3,0,0,73591,0,7,12,Full
234,30,36,1000,1143,,PhD,Multi-vehicle Collision,Minor Loss,Ambulance,8,3,0,1,5679,0,0,24,Full
235,268,44,1000,1519,0,Associate,Single Vehicle Collision,Minor Damage,Fire,16,1,0,0,68935,0,19,28,Full
236,24,40,2000,1642,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,14,1,1,0,4028,0,11,9,Full
237,21,38,1000,1111,,College,Multi-vehicle Collision,Minor Loss,None,7,4,0,1,586,0,0,36,Full
